Cluster,Condition,Time,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
predrought.t48,predrought,t48,ko00330,Arginine and proline metabolism, 53/2615,  53/2615,5.014056266023629e-12,6.357107051565672e-11,4.769008403398414e-11,K00128/K00137/K00147/K00273/K00274/K00286/K00294/K00316/K00318/K00472/K00657/K00673/K00797/K00812/K00813/K00819/K00824/K00931/K01259/K01426/K01470/K01473/K01474/K01476/K01480/K01484/K01485/K01581/K01583/K01584/K01585/K01611/K01750/K01777/K02626/K06447/K08688/K09123/K09251/K09471/K09472/K10536/K10794/K11358/K12251/K12252/K12254/K12255/K12256/K13747/K13821/K18123/K18384,53
predrought.t48,predrought,t48,ko00250,"Alanine, aspartate and glutamate metabolism", 40/2615,  40/2615,6.071495502021647e-12,7.432347942129947e-11,5.5756383376097165e-11,K00135/K00259/K00261/K00262/K00265/K00266/K00278/K00294/K00609/K00610/K00764/K00812/K00813/K00820/K00823/K00830/K01424/K01425/K01580/K01744/K01755/K01756/K01779/K01914/K01915/K01939/K01940/K01953/K01955/K01956/K05597/K07250/K09758/K11358/K13051/K13821/K14260/K15371/K16871/K19244,40
predrought.t48,predrought,t48,ko00910,Nitrogen metabolism, 38/2615,  38/2615,7.838482429840515e-12,9.275537541977944e-11,6.958372121928598e-11,K00261/K00262/K00265/K00266/K00284/K00362/K00363/K00366/K00367/K00368/K00370/K00371/K00372/K00374/K00376/K00459/K00926/K01455/K01501/K01673/K01674/K01725/K01915/K02305/K02567/K02568/K02575/K03385/K04561/K10944/K10945/K10946/K15371/K15576/K15577/K15578/K15864/K15876,38
predrought.t48,predrought,t48,ko00220,Arginine biosynthesis, 35/2615,  35/2615,5.728812086317135e-11,6.560413840782525e-10,4.921526172625587e-10,K00145/K00261/K00262/K00611/K00619/K00620/K00812/K00813/K00818/K00821/K00926/K00930/K01425/K01428/K01429/K01430/K01438/K01457/K01476/K01478/K01755/K01915/K01940/K01941/K05597/K05828/K05829/K05830/K05831/K09065/K11358/K14048/K14260/K14682/K15371,35
predrought.t48,predrought,t48,ko01220,Degradation of aromatic compounds, 83/2615,  83/2615,1.2177806593607522e-10,1.3509754189783344e-9,1.0134819303232576e-9,K00001/K00055/K00121/K00141/K00151/K00217/K00446/K00448/K00449/K00455/K00480/K00481/K00483/K00529/K01053/K01055/K01607/K01617/K01666/K01821/K01826/K01856/K01857/K02554/K03186/K03379/K03381/K04073/K04105/K04107/K04108/K04109/K04112/K04113/K04114/K04115/K05549/K05550/K05710/K05712/K05713/K05714/K05921/K06912/K07104/K07535/K07536/K07537/K07538/K07539/K07543/K07544/K07546/K10216/K10217/K10219/K10619/K10621/K10622/K10676/K13953/K13954/K14519/K14581/K14585/K14727/K15569/K15750/K15751/K15762/K15765/K16049/K16050/K16246/K16303/K16304/K16901/K17754/K18067/K18068/K18069/K18074/K18364,83
predrought.t48,predrought,t48,ko00710,Carbon fixation in photosynthetic organisms, 25/2615,  25/2615,1.5093643735369077e-10,1.623710159410916e-9,1.2180835295210134e-9,K00024/K00029/K00134/K00150/K00615/K00855/K00927/K01006/K01086/K01595/K01601/K01602/K01610/K01621/K01623/K01624/K01783/K01803/K01807/K01808/K02446/K03841/K04041/K11532/K11645,25
predrought.t48,predrought,t48,ko03010,Ribosome, 61/2615,  61/2615,3.4799120406797507e-10,3.6334375718862104e-9,2.7257515365076685e-9,K02863/K02864/K02866/K02867/K02871/K02874/K02876/K02877/K02878/K02879/K02881/K02883/K02884/K02886/K02887/K02888/K02890/K02892/K02895/K02897/K02899/K02902/K02904/K02906/K02907/K02909/K02911/K02912/K02913/K02914/K02916/K02919/K02926/K02930/K02931/K02933/K02935/K02939/K02945/K02946/K02948/K02950/K02952/K02954/K02956/K02959/K02961/K02963/K02965/K02966/K02967/K02968/K02970/K02982/K02984/K02986/K02988/K02990/K02992/K02994/K02996,61
predrought.t48,predrought,t48,ko00340,Histidine metabolism, 29/2615,  29/2615,3.9108793848294907e-10,3.9667490903270545e-9,2.975796945449207e-9,K00013/K00128/K00129/K00274/K00603/K00765/K00817/K01089/K01458/K01468/K01479/K01496/K01523/K01693/K01712/K01745/K01814/K02500/K02501/K02502/K04486/K05602/K05603/K07008/K11755/K13990/K14152/K18911/K18912,29
predrought.t48,predrought,t48,ko00627,Aminobenzoate degradation, 41/2615,  41/2615,5.489474667254983e-10,5.376169726112634e-9,4.033123619589315e-9,K00141/K01034/K01035/K01101/K01426/K01501/K01512/K01576/K01692/K01721/K01781/K01865/K03186/K03380/K03862/K03863/K04099/K04100/K04101/K04105/K04107/K04108/K04109/K04110/K08295/K09461/K10219/K10221/K14333/K14338/K14581/K15054/K15060/K15061/K15063/K15064/K15065/K15066/K16319/K16320/K18541,41
predrought.t48,predrought,t48,ko02030,Bacterial chemotaxis, 20/2615,  20/2615,5.603331827215985e-10,5.376169726112634e-9,4.033123619589315e-9,K00575/K02410/K02416/K02417/K02556/K02557/K03406/K03407/K03408/K03409/K03410/K03411/K03412/K03413/K03414/K03415/K05874/K10439/K12368/K13924,20
predrought.t48,predrought,t48,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis", 37/2615,  37/2615,1.3214539135318346e-9,1.233971160399939e-8,9.257070528723042e-9,K00014/K00220/K00500/K00766/K00800/K00812/K00813/K00817/K00832/K00891/K01609/K01626/K01657/K01658/K01695/K01696/K01713/K01735/K01736/K01817/K03785/K03786/K03856/K04092/K04093/K04517/K04518/K06001/K06208/K11358/K13503/K13829/K13832/K14170/K14187/K16306/K18240,37
predrought.t48,predrought,t48,ko00660,C5-Branched dibasic acid metabolism, 21/2615,  21/2615,1.3556302888900738e-9,1.233971160399939e-8,9.257070528723042e-9,K00052/K01575/K01652/K01653/K01703/K01704/K01846/K01902/K01903/K04835/K08691/K09011/K10218/K14449/K14471/K14472/K17724/K18289/K18290/K18292/K19268,21
predrought.t48,predrought,t48,ko00500,Starch and sucrose metabolism, 48/2615,  48/2615,2.4135021180563894e-9,2.1419831297750456e-8,1.6068843049164912e-8,K00688/K00690/K00694/K00696/K00697/K00700/K00702/K00703/K00705/K00845/K00847/K00963/K00975/K00978/K01087/K01176/K01178/K01179/K01182/K01187/K01193/K01194/K01210/K01222/K01236/K01810/K01835/K01838/K02438/K02761/K05342/K05343/K05349/K05350/K06044/K07024/K07405/K13057/K13810/K15778/K15916/K16055/K16147/K16148/K16149/K16150/K16153/K19668,48
predrought.t48,predrought,t48,ko00860,Porphyrin and chlorophyll metabolism, 57/2615,  57/2615,7.595724739948824e-9,6.576786055321542e-8,4.933808367668942e-8,K00228/K00230/K00231/K00595/K00643/K00768/K00798/K01195/K01599/K01698/K01719/K01749/K01772/K01845/K01885/K02188/K02224/K02226/K02227/K02228/K02229/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02492/K02495/K02496/K03394/K03399/K03403/K03404/K03405/K03428/K03594/K03795/K04034/K04035/K04720/K05895/K05934/K05936/K06042/K07226/K08100/K08973/K09882/K09883/K13541/K13542/K13786/K14735/K19221,57
predrought.t48,predrought,t48,ko00540,Lipopolysaccharide biosynthesis, 32/2615,  32/2615,2.3236782124079965e-8,1.9640613462019972e-7,1.4734099943338927e-7,K00677/K00748/K00912/K00979/K01627/K02517/K02527/K02535/K02536/K02841/K02843/K02844/K02848/K02849/K03269/K03270/K03271/K03272/K03273/K03274/K03760/K06041/K07031/K07264/K09778/K09949/K11211/K12973/K12976/K12979/K15669/K16363,32
predrought.t48,predrought,t48,ko00970,Aminoacyl-tRNA biosynthesis, 33/2615,  33/2615,3.868467749126996e-8,3.1937350021862415e-7,2.3958931224703307e-7,K00604/K01042/K01866/K01867/K01868/K01869/K01870/K01872/K01873/K01874/K01875/K01876/K01878/K01879/K01880/K01881/K01883/K01885/K01886/K01887/K01889/K01890/K01892/K01893/K02433/K02434/K02435/K03330/K04566/K04567/K09482/K09698/K09759,33
predrought.t48,predrought,t48,ko00790,Folate biosynthesis, 38/2615,  38/2615,5.114380978191534e-8,4.034678327239988e-7,3.026756461947271e-7,K00011/K00287/K00500/K00796/K00950/K01077/K01113/K01495/K01497/K01633/K01664/K01665/K01724/K01737/K02619/K03342/K03635/K03637/K03638/K03639/K03750/K03752/K03793/K03831/K06879/K06897/K06920/K07141/K07142/K08310/K09007/K09457/K10026/K11754/K13950/K14652/K17488/K18482,38
predrought.t48,predrought,t48,ko01210,2-Oxocarboxylic acid metabolism, 38/2615,  38/2615,5.114380978191534e-8,4.034678327239988e-7,3.026756461947271e-7,K00030/K00031/K00052/K00053/K00133/K00145/K00619/K00620/K00812/K00813/K00818/K00821/K00826/K00836/K00928/K00930/K01438/K01647/K01649/K01652/K01653/K01655/K01681/K01687/K01703/K01704/K01705/K05825/K05827/K05828/K05829/K05830/K05831/K09011/K10977/K11358/K14260/K14682,38
predrought.t48,predrought,t48,ko00350,Tyrosine metabolism, 38/2615,  38/2615,1.1302378724065696e-7,8.722487928355049e-7,6.543482419195931e-7,K00001/K00055/K00121/K00129/K00135/K00146/K00151/K00274/K00276/K00450/K00451/K00455/K00457/K00483/K00505/K00545/K00812/K00813/K00817/K00832/K01555/K01593/K01668/K01800/K01801/K01826/K02509/K02510/K05921/K10219/K11358/K13574/K13953/K13954/K16164/K16165/K16171/K16901,38
predrought.t48,predrought,t48,ko00300,Lysine biosynthesis, 26/2615,  26/2615,1.3536693756185006e-7,1.0224524007331228e-6,7.670287839450855e-7,K00003/K00133/K00215/K00290/K00674/K00821/K00928/K01439/K01586/K01655/K01705/K01714/K01778/K01928/K01929/K05825/K05827/K05828/K05829/K05830/K05831/K10206/K10977/K12524/K12526/K14267,26
predrought.t48,predrought,t48,ko00190,Oxidative phosphorylation, 76/2615,  76/2615,1.5435477108558998e-7,1.1415821611538426e-6,8.563981816810147e-7,K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00330/K00331/K00332/K00333/K00334/K00335/K00336/K00337/K00338/K00339/K00340/K00341/K00342/K00343/K00404/K00405/K00406/K00407/K00410/K00411/K00412/K00413/K00425/K00426/K00937/K01507/K01535/K02108/K02109/K02110/K02111/K02112/K02113/K02114/K02115/K02117/K02118/K02119/K02120/K02121/K02122/K02123/K02124/K02258/K02259/K02274/K02275/K02276/K02277/K02297/K02298/K02299/K02300/K03885/K03886/K03889/K05577/K05580/K05586/K05587/K05588/K06019/K08738/K13378/K13380/K15408/K15862/K15986,76
predrought.t48,predrought,t48,ko00281,Geraniol degradation, 13/2615,  13/2615,2.2050774906676824e-7,1.597556141198015e-6,1.1984631689343153e-6,K00022/K00632/K01640/K01692/K01782/K01825/K11731/K12957/K13774/K13775/K13777/K13778/K13779,13
predrought.t48,predrought,t48,ko00770,Pantothenate and CoA biosynthesis, 24/2615,  24/2615,3.455088630372687e-7,2.4531129275646074e-6,1.8402893125985052e-6,K00053/K00077/K00128/K00606/K00826/K00859/K00867/K00954/K00997/K01464/K01579/K01652/K01653/K01687/K01918/K02201/K03525/K04765/K06133/K06982/K09680/K09722/K13038/K17723,24
predrought.t48,predrought,t48,ko00541,O-Antigen nucleotide sugar biosynthesis, 41/2615,  41/2615,3.565561815866885e-7,2.481910675750479e-6,1.861892960607476e-6,K00012/K00067/K00523/K00963/K00971/K00973/K00978/K00983/K01654/K01709/K01710/K01711/K01784/K01790/K01791/K01809/K01840/K01854/K02377/K02472/K02473/K02474/K02805/K04042/K08679/K12452/K12454/K13010/K13015/K13016/K13017/K13018/K13019/K13020/K15856/K15894/K16011/K16704/K17716/K19068/K19180,41
predrought.t48,predrought,t48,ko00061,Fatty acid biosynthesis, 22/2615,  22/2615,4.8806695871439e-7,3.331995583530931e-6,2.4996141812700543e-6,K00059/K00208/K00209/K00645/K00647/K00648/K01071/K01716/K01897/K01961/K01962/K01963/K02160/K02371/K02372/K03921/K09458/K10780/K11263/K16363/K18473/K18660,22
predrought.t48,predrought,t48,ko00290,"Valine, leucine and isoleucine biosynthesis", 14/2615,  14/2615,6.008997570486086e-7,4.02489459909917e-6,3.01941685269708e-6,K00052/K00053/K00263/K00826/K00835/K01649/K01652/K01653/K01687/K01703/K01704/K01754/K09011/K14260,14
predrought.t48,predrought,t48,ko01212,Fatty acid metabolism, 36/2615,  36/2615,1.2188916517092416e-6,8.013084006607053e-6,6.011298009404253e-6,K00022/K00059/K00208/K00209/K00248/K00249/K00255/K00507/K00626/K00632/K00645/K00647/K00648/K01692/K01716/K01782/K01825/K01897/K01961/K01962/K01963/K02160/K02371/K02372/K03921/K06445/K07516/K08764/K09458/K09478/K10780/K11263/K12405/K16363/K18473/K18660,36
predrought.t48,predrought,t48,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis, 28/2615,  28/2615,1.5934565040267663e-6,1.0285037435081855e-5,7.715684124761185e-6,K00355/K00457/K00568/K01075/K01661/K01911/K02548/K02549/K02551/K02552/K03179/K03182/K03183/K03185/K03186/K03809/K05928/K06134/K08680/K11782/K11783/K11784/K11785/K18240/K18285/K18800/K19222/K19267,28
predrought.t48,predrought,t48,ko00622,Xylene degradation, 19/2615,  19/2615,3.5892353907873736e-6,2.27531886380271e-5,1.7069108155436198e-5,K00055/K00141/K00446/K01617/K01666/K01821/K02554/K04073/K05549/K05550/K07104/K10216/K10217/K10619/K10621/K10622/K16303/K16304/K18364,19
predrought.t48,predrought,t48,ko00040,Pentose and glucuronate interconversions, 35/2615,  35/2615,5.142447573058924e-6,3.202752435852488e-5,2.4026578688530153e-5,K00008/K00011/K00012/K00040/K00041/K00065/K00594/K00848/K00853/K00854/K00963/K01051/K01184/K01195/K01628/K01685/K01686/K01728/K01730/K01783/K01804/K01805/K01812/K01815/K01818/K01820/K08092/K08323/K09988/K14259/K14274/K16190/K16849/K16850/K19551,35
predrought.t48,predrought,t48,ko00760,Nicotinate and nicotinamide metabolism, 39/2615,  39/2615,5.5205725747688424e-006,3.378971144901619e-5,2.5348545579247136e-5,K00135/K00278/K00322/K00324/K00325/K00763/K00767/K00858/K00952/K00969/K01081/K01239/K01799/K01916/K01950/K02566/K03426/K03462/K03517/K03742/K03743/K03783/K03784/K03787/K04765/K06989/K08281/K12410/K13995/K14974/K15358/K18028/K18029/K18030/K19187/K19188/K19189/K19190/K19191,39
predrought.t48,predrought,t48,ko00900,Terpenoid backbone biosynthesis, 27/2615,  27/2615,5.8092077423201705e-6,3.495370760209594e-5,2.6221758408688727e-5,K00021/K00054/K00099/K00587/K00626/K00795/K00805/K00806/K00869/K00919/K00938/K00991/K01597/K01641/K01662/K01770/K01823/K02523/K03526/K03527/K06013/K06981/K12503/K12506/K13787/K13789/K15891,27
predrought.t48,predrought,t48,ko00380,Tryptophan metabolism, 33/2615,  33/2615,9.065234462809469e-6,5.363597057162269e-5,4.023691787878589e-5,K00022/K00128/K00252/K00274/K00382/K00452/K00453/K00463/K00466/K00486/K00543/K00626/K00658/K00837/K01426/K01432/K01501/K01556/K01593/K01667/K01692/K01721/K01782/K01825/K03392/K03781/K03782/K04103/K07130/K10217/K14338/K15067/K16901,33
predrought.t48,predrought,t48,ko00450,Selenocompound metabolism, 18/2615,  18/2615,1.0266729611043812e-5,5.9749000195418904e-5,4.482282297832761e-5,K00384/K00548/K00549/K00955/K00956/K00957/K00958/K01008/K01042/K01739/K01758/K01760/K01761/K01874/K11717/K12527/K12528/K14155,18
predrought.t48,predrought,t48,ko00730,Thiamine metabolism, 19/2615,  19/2615,1.1025339451871133e-5,6.3128959764746e-5,4.7358419037748676e-5,K00788/K00878/K00939/K00941/K00946/K00949/K01077/K01078/K01662/K03146/K03147/K03149/K03150/K03151/K03153/K03707/K04487/K06928/K06949,19
predrought.t48,predrought,t48,ko00984,Steroid degradation, 11/2615,  11/2615,1.1359916753701404e-5,6.401222932641267e-5,4.8021034898687645e-5,K01822/K03333/K05898/K15981/K15983/K16046/K16047/K16048/K16049/K16050/K16051,11
predrought.t48,predrought,t48,ko00643,Styrene degradation, 15/2615,  15/2615,1.2013229573646504e-5,6.663588279132045e-5,4.998926121928562e-5,K00146/K00446/K00451/K01026/K01039/K01040/K01426/K01501/K01502/K01555/K01721/K01800/K07104/K10216/K16171,15
predrought.t48,predrought,t48,ko02025,Biofilm formation - Pseudomonas aeruginosa, 35/2615,  35/2615,2.2793867728862447e-5,1.244895852884026e-4,9.339025968262672e-5,K01657/K01658/K01768/K02398/K02405/K02657/K02658/K02659/K02660/K03563/K03651/K06596/K06598/K07689/K10914/K10941/K11444/K11890/K11891/K11893/K11895/K11900/K11901/K11902/K11903/K11907/K11912/K11913/K12990/K13487/K13488/K13489/K13490/K16011/K18101,35
predrought.t48,predrought,t48,ko03030,DNA replication, 26/2615,  26/2615,2.8448659489123182e-5,1.5136837258204947e-4,1.1355433139587407e-4,K01972/K02314/K02316/K02319/K02322/K02323/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02683/K03111/K03469/K03470/K03471/K04799/K04801/K07466/K10726/K10742/K10747/K18882,26
predrought.t48,predrought,t48,ko00410,beta-Alanine metabolism, 21/2615,  21/2615,2.8568115388724832e-5,1.5136837258204947e-4,1.1355433139587407e-4,K00128/K00129/K00137/K00140/K00248/K00276/K00316/K00822/K00823/K01464/K01578/K01579/K01580/K01692/K01782/K01825/K01918/K07250/K09722/K15372/K17723,21
predrought.t48,predrought,t48,ko00930,Caprolactam degradation, 13/2615,  13/2615,5.851988196325805e-5,3.055082073081854e-4,2.2918777301399827e-4,K00022/K00496/K01053/K01453/K01471/K01692/K01782/K01825/K03379/K06446/K14519/K17754/K18199,13
predrought.t48,predrought,t48,ko00550,Peptidoglycan biosynthesis, 23/2615,  23/2615,7.91169370175685e-5,4.070509078440118e-4,3.0536361655903637e-4,K00075/K00790/K00806/K01000/K01921/K01924/K01925/K01928/K01929/K02563/K03587/K03814/K05364/K05365/K05366/K05367/K05515/K06153/K07009/K07258/K07259/K07260/K19302,23
predrought.t48,predrought,t48,ko03430,Mismatch repair, 20/2615,  20/2615,1.0467171668747894e-4,5.308351346293575e-4,3.9822472664559664e-4,K01972/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K03111/K03555/K03572/K03573/K03601/K03602/K03657/K06223/K07456/K07462/K07466/K10747,20
predrought.t48,predrought,t48,ko00780,Biotin metabolism, 13/2615,  13/2615,1.101611928833364e-4,5.50805964416682e-4,4.13206550029416e-4,K00059/K00208/K00647/K00652/K00833/K01012/K01935/K02169/K02170/K02372/K03524/K08351/K09458,13
predrought.t48,predrought,t48,ko04122,Sulfur relay system, 15/2615,  15/2615,1.2688478361653374e-4,6.210979068440073e-4,4.659385335256748e-4,K00566/K01011/K03151/K03154/K03635/K03636/K03637/K03638/K03639/K03831/K04085/K04487/K07235/K11179/K11996,15
predrought.t48,predrought,t48,ko00983,Drug metabolism - other enzymes, 16/2615,  16/2615,1.2771872450595078e-4,6.210979068440073e-4,4.659385335256748e-4,K00088/K00569/K00757/K00758/K00760/K00799/K00857/K00876/K00940/K01195/K01464/K01489/K01520/K01951/K03782/K13421,16
predrought.t48,predrought,t48,ko00071,Fatty acid degradation, 24/2615,  24/2615,1.385375157519669e-4,6.646056498911926e-4,4.985774037730815e-4,K00001/K00022/K00121/K00128/K00248/K00249/K00252/K00255/K00496/K00529/K00626/K00632/K01692/K01782/K01825/K01897/K05297/K05939/K06445/K07516/K09478/K13953/K13954/K14338,24
predrought.t48,predrought,t48,ko03060,Protein export, 18/2615,  18/2615,1.8131068601377303e-4,8.582039137985257e-4,6.4381197981031e-4,K03070/K03071/K03072/K03073/K03074/K03075/K03076/K03100/K03101/K03106/K03110/K03116/K03117/K03118/K03210/K03217/K12257/K13280,18
predrought.t48,predrought,t48,ko00564,Glycerophospholipid metabolism, 39/2615,  39/2615,2.1728283736064188e-4,0.0010149395692503668,7.613927680365985e-4,K00057/K00096/K00111/K00112/K00113/K00550/K00570/K00631/K00655/K00901/K00981/K00995/K01004/K01048/K01058/K01095/K01114/K01115/K01126/K01613/K03735/K03736/K04019/K05929/K05939/K06131/K06132/K07029/K07094/K08591/K08744/K13622/K13623/K17103/K17104/K17105/K17830/K18697/K19664,39
predrought.t48,predrought,t48,ko03410,Base excision repair, 19/2615,  19/2615,2.4509400105613425e-4,0.0011299788360380216,8.476935374873818e-4,K01142/K01151/K01246/K01247/K01972/K02335/K03575/K03648/K03649/K03652/K03660/K04799/K05522/K07462/K10563/K10747/K10773/K10800/K13529,19
predrought.t48,predrought,t48,ko00430,Taurine and hypotaurine metabolism, 13/2615,  13/2615,3.3574530340081877e-4,0.0015213570410432305,0.001141299722413454,K00259/K00456/K00625/K00681/K00925/K01580/K03119/K03852/K13788/K15024/K15371/K15372/K19244,13
predrought.t48,predrought,t48,ko01503,Cationic antimicrobial peptide (CAMP) resistance, 22/2615,  22/2615,3.385555105420147e-4,0.0015213570410432305,0.001141299722413454,K00677/K01406/K01448/K03585/K03673/K03760/K03767/K04771/K06079/K07264/K07637/K07640/K07660/K07662/K07806/K10011/K10012/K12340/K12962/K12973/K14205/K18138,22
predrought.t48,predrought,t48,ko02026,Biofilm formation - Escherichia coli, 24/2615,  24/2615,3.4586410699616744e-4,0.0015347719747954931,0.001151363408816189,K00688/K00694/K00703/K00975/K01991/K02398/K02402/K02403/K02405/K03087/K03563/K03566/K03567/K04761/K06204/K07638/K07659/K07689/K10914/K11931/K11935/K11936/K11937/K18968,24
predrought.t48,predrought,t48,ko00571,Lipoarabinomannan (LAM) biosynthesis, 9/2615,  9/2615,3.561904921286352e-4,0.0015610817864896973,0.0011711006433858962,K08256/K13668/K13669/K13671/K13687/K14335/K14337/K14340/K16648,9
predrought.t48,predrought,t48,ko05111,Biofilm formation - Vibrio cholerae, 36/2615,  36/2615,4.3703546180000455e-4,0.0018920437675488,0.0014193834638690777,K00640/K01791/K01912/K02405/K02452/K02453/K02454/K02455/K02456/K02457/K02458/K02459/K02460/K02461/K02462/K02463/K02472/K02779/K03087/K03092/K03557/K03563/K03606/K03666/K05946/K07181/K07689/K10914/K10924/K10926/K10927/K10941/K10942/K10943/K12276/K16554,36
predrought.t48,predrought,t48,ko00052,Galactose metabolism, 28/2615,  28/2615,6.799044208137906e-4,0.002908024932396333,0.0021815576216346107,K00011/K00035/K00845/K00849/K00850/K00883/K00963/K00965/K01182/K01187/K01190/K01193/K01631/K01635/K01684/K01784/K01785/K01835/K01854/K02082/K06617/K07406/K07407/K12308/K15778/K16370/K16371/K17716,28
predrought.t48,predrought,t48,ko00750,Vitamin B6 metabolism, 12/2615,  12/2615,8.989761661257194e-4,0.003799244511602743,0.002850137469045201,K00097/K00275/K00831/K00868/K01733/K03474/K05275/K06215/K08681/K18611/K18612/K18614,12
predrought.t48,predrought,t48,ko00670,One carbon pool by folate, 17/2615,  17/2615,0.0012388131856979432,0.005173866834385528,0.0038813589595242067,K00287/K00297/K00548/K00560/K00600/K00602/K00603/K00604/K00605/K01433/K01491/K01746/K01934/K01938/K03465/K11175/K13990,17
predrought.t48,predrought,t48,ko00470,D-Amino acid metabolism, 20/2615,  20/2615,0.0019180356540430745,0.007917472757968506,0.0059395718540134375,K00273/K00285/K00824/K01425/K01586/K01753/K01775/K01776/K01777/K01778/K01779/K01921/K01925/K05396/K05597/K10794/K12526/K12658/K17898/K19746,20
predrought.t48,predrought,t48,ko00053,Ascorbate and aldarate metabolism, 22/2615,  22/2615,0.0029017708568406355,0.01184055924343018,0.008882613754152219,K00012/K00064/K00103/K00128/K00469/K01053/K01195/K01630/K01683/K01706/K01707/K01708/K02821/K08092/K08679/K13874/K14259/K16190/K17744/K18981/K18982/K18983,22
predrought.t48,predrought,t48,ko00521,Streptomycin biosynthesis, 10/2615,  10/2615,0.003809639929801408,0.015368433807721588,0.01152917347176742,K00010/K00067/K00845/K00973/K01092/K01710/K01790/K01835/K01858/K15778,10
predrought.t48,predrought,t48,ko00531,Glycosaminoglycan degradation, 8/2615,  8/2615,0.0040088876161913835,0.015990506783684733,0.011995843487834654,K01132/K01136/K01137/K01195/K01197/K01207/K01565/K12373,8
predrought.t48,predrought,t48,ko00261,Monobactam biosynthesis, 12/2615,  12/2615,0.004599984650292093,0.018144383898374368,0.013611650485659646,K00133/K00215/K00928/K00955/K00956/K00957/K00958/K01714/K05375/K12524/K12526/K16422,12
predrought.t48,predrought,t48,ko03440,Homologous recombination, 24/2615,  24/2615,0.004857341604485286,0.01894896999551952,0.014215239166394186,K01159/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02686/K03111/K03550/K03551/K03553/K03581/K03582/K03583/K03584/K03629/K03655/K04066/K06187/K07462/K07466,24
predrought.t48,predrought,t48,ko00511,Other glycan degradation, 10/2615,  10/2615,0.005756662383069597,0.022213208108583772,0.016664022687833048,K01186/K01190/K01191/K01192/K01201/K01206/K01227/K01444/K12373/K15923,10
predrought.t48,predrought,t48,ko00740,Riboflavin metabolism, 17/2615,  17/2615,0.010666963776995138,0.04071798000895994,0.030546030962985516,K00082/K00299/K00793/K00794/K00953/K01078/K01093/K01497/K02858/K04719/K07732/K09474/K11752/K11753/K14652/K14654/K19286,17
predrought.t48,predrought,t48,ko00480,Glutathione metabolism, 19/2615,  19/2615,0.011471370372830714,0.04332272853569046,0.032500075076440885,K00031/K00033/K00036/K00383/K00432/K00681/K00682/K00797/K00799/K01255/K01256/K01270/K01469/K01581/K01919/K01920/K06048/K07160/K07232,19
predrought.t6,predrought,t6,ko01240,Biosynthesis of cofactors, 223/2666,  223/2666,9.544852738351365e-64,3.42660213306814e-61,2.5419449924241005e-61,K00012/K00059/K00077/K00082/K00097/K00103/K00128/K00208/K00226/K00228/K00230/K00231/K00254/K00275/K00278/K00287/K00355/K00382/K00452/K00453/K00457/K00463/K00486/K00568/K00595/K00600/K00606/K00609/K00610/K00643/K00647/K00652/K00762/K00763/K00767/K00768/K00788/K00789/K00793/K00794/K00796/K00798/K00826/K00831/K00833/K00858/K00859/K00867/K00868/K00873/K00878/K00939/K00940/K00941/K00946/K00949/K00950/K00953/K00954/K00963/K00966/K00969/K01012/K01053/K01077/K01113/K01195/K01432/K01465/K01491/K01495/K01497/K01556/K01579/K01591/K01598/K01599/K01633/K01661/K01665/K01698/K01719/K01737/K01749/K01756/K01772/K01809/K01845/K01885/K01911/K01916/K01918/K01919/K01920/K01935/K01937/K01938/K01939/K01950/K01955/K01956/K02169/K02170/K02188/K02189/K02191/K02201/K02224/K02226/K02227/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02372/K02492/K02495/K02496/K02548/K02549/K02551/K02552/K02619/K02823/K02858/K03146/K03147/K03149/K03150/K03151/K03153/K03179/K03182/K03183/K03185/K03186/K03342/K03394/K03399/K03474/K03517/K03525/K03635/K03637/K03638/K03639/K03644/K03707/K03750/K03793/K03795/K03800/K03801/K03809/K03831/K04487/K04719/K05884/K05895/K05928/K05934/K05936/K05979/K06034/K06042/K06134/K06215/K06897/K06914/K06982/K06989/K07072/K07130/K08097/K08281/K08310/K08679/K08680/K08681/K08973/K09007/K09458/K09698/K09722/K09733/K09882/K09883/K09903/K11212/K11540/K11752/K11753/K11754/K11781/K11782/K11783/K11784/K11785/K12234/K13038/K13039/K13421/K13541/K13542/K13950/K14652/K14654/K14941/K15734/K17744/K17828/K18240/K18285/K18286/K18482/K18800/K19221/K19222/K19267,223
