Mass,MolecularFormula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
385.1140266,C17H22O10,cpd:C02919,4-O-beta-D-Glucosyl-sinapate,C17H22O10,NA,NA,NA,2.4.1.126,R08533
385.1293335,C21H22O7,cpd:C09270,Isosamidin,C21H22O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09270  Isosamidin,NA,NA
385.1293335,C21H22O7,cpd:C09284,Peucenidin,C21H22O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Furanocoumarins;    C09284  Peucenidin,NA,NA
385.1293335,C21H22O7,cpd:C09307,Pteryxin,C21H22O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09307  Pteryxin,NA,NA
385.1293335,C21H22O7,cpd:C09310,Samidin,C21H22O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09310  Samidin,NA,NA
385.1293335,C21H22O7,cpd:C14948,"2-(4-Ethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one",C21H22O7,NA,NA,NA,NA,NA
385.1293335,C21H22O7,cpd:C21184,"(-)-5'-Demethylyatein;(3R,4R)-4-(2H-1,3-Benzodioxol-5-ylmethyl)-3-[(3-hydroxy-4,5-dimethoxyphenyl)methyl]oxolan-2-one",C21H22O7,Biosynthesis of various secondary metabolites - part 2;Metabolic pathways;Biosynthesis of secondary metabolites,"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",NA,1.14.14.131;2.1.1.330,R11211 R11545
385.2231905,C20H34O7,cpd:C11990,Oleandolide,C20H34O7,"Biosynthesis of 12-, 14- and 16-membered macrolides;Metabolic pathways;Biosynthesis of secondary metabolites","Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin",Lipids [BR:br08002]; PK  Polyketides;  PK04 Macrolides and lactone polyketides;   C11990  Oleandolide,NA,R06454 R06455
385.2595606,C21H38O6,cpd:C03240,6-Deoxyerythronolide B,C21H38O6,"Biosynthesis of 12-, 14- and 16-membered macrolides;Metabolic pathways;Biosynthesis of secondary metabolites","Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B",Lipids [BR:br08002]; PK  Polyketides;  PK04 Macrolides and lactone polyketides;   C03240  6-Deoxyerythronolide B,1.14.15.35;2.3.1.94,R00918 R05270
387.1085541,C20H20O8,cpd:C20500,"(1'S,5'S)-5'-Hydroxyaverantin;(1'S,5'S)-Hydroxyaverantin",C20H20O8,Aflatoxin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1",NA,1.1.1.352;1.14.14.116,R10310 R10317
387.1085541,C20H20O8,cpd:C20501,"(1'S,5'R)-5'-Hydroxyaverantin;(1'S,5'R)-Hydroxyaverantin",C20H20O8,Aflatoxin biosynthesis;Biosynthesis of secondary metabolites,"Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1",NA,1.1.1.352;1.14.14.116,R10311 R10318
387.1296972,C17H24O10,cpd:C01852,Secologanin;(-)-Secologanin,C17H24O10,Indole alkaloid biosynthesis;Monoterpenoid biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from terpenoid and polyketide;Metabolic pathways;Biosynthesis of secondary metabolites,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C01852  Secologanin;Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Secoiridoids;    C01852  Secologanin;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C01852  Secologanin",1.14.19.62;2.1.1.50;4.3.3.2;4.3.3.3;4.3.3.4,R03555 R03738 R05749 R05750 R05834 R08500
387.1296972,C17H24O10,cpd:C09781,Geniposide,C17H24O10,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09781  Geniposide;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09781  Geniposide,NA,NA
387.1296972,C17H24O10,cpd:C09802,Verbenalin;Cornin (glycoside),C17H24O10,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C09802  Verbenalin;Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09802  Verbenalin;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09802  Verbenalin;   C09802  Verbenalin",NA,NA
387.1449489,C21H24O7,cpd:C09059,Alectrol;Orobanchyl acetate,C21H24O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Others;    C09059  Alectrol,NA,NA
387.1449489,C21H24O7,cpd:C09260,Dihydrosamidin,C21H24O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09260  Dihydrosamidin,NA,NA
387.1449489,C21H24O7,cpd:C09316,Visnadin;Visnadine,C21H24O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09316  Visnadin;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C04 PERIPHERAL VASODILATORS;   C04A PERIPHERAL VASODILATORS;    C04AX Other peripheral vasodilators;     C04AX24 Visnadine;      D08735  Visnadine (INN),NA,NA
387.1449489,C21H24O7,cpd:C10891,Trachelogenin;(-)-Trachelogenin,C21H24O7,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Lignans;   Lignans;    C10891  Trachelogenin,NA,NA
387.1660679,C18H28O9,cpd:C08558,Tuberonic acid glucoside,C18H28O9,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA13 Fatty acyl glycosides;   FA1301 Fatty acyl glycosides of mono- and disaccharides;    C08558  Tuberonic acid glucoside,NA,NA
387.1812913,C22H28O6,cpd:C08778,Quassin;Nigakilactone D,C22H28O6,NA,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0106 C30 isoprenoids (triterpenes);    PR010611 Nortriterpenoids;     C08778  Quassin;Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C08778  Nigakilactone D,NA,NA
387.1812913,C22H28O6,cpd:C10888,Surinamensin,C22H28O6,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Lignans;   Neolignans;    C10888  Surinamensin,NA,NA
387.2024618,C19H32O8,cpd:C17452,Rehmaionoside C,C19H32O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C17452  Rehmaionoside C,NA,NA
389.1089292,C16H22O11,cpd:C09788,Monotropein,C16H22O11,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C09788  Monotropein;Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09788  Monotropein;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09788  Monotropein",NA,NA
389.1241968,C20H22O8,cpd:C10275,"Piceid;Polydatin;3,4,5-Trihydroxystilbene-3-beta-monoglucoside",C20H22O8,NA,NA,"Lipids [BR:br08002]; PK  Polyketides;  PK13 Aromatic polyketides;   PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes;    C10275  Piceid;Phytochemical compounds [BR:br08003]; Shikimate / acetate-malonate pathway derived compounds;  Stilbenoids;   Stilbenes;    C10275  Piceid",NA,NA
389.1241968,C20H22O8,cpd:C10823,Populin,C20H22O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Phenolic glycosides;   C10823  Populin,NA,NA
389.1453421,C17H26O10,cpd:C01433,Loganin,C17H26O10,Monoterpenoid biosynthesis;Biosynthesis of terpenoids and steroids;Metabolic pathways;Biosynthesis of secondary metabolites,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C01433  Loganin;Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C01433  Loganin;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C01433  Loganin",1.14.14.85;1.14.19.62;2.1.1.50,R03554 R03555 R03556
389.1606227,C21H26O7,cpd:C09412,Erioflorin acetate,C21H26O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09412  Erioflorin acetate,NA,NA
389.1969617,C22H30O6,cpd:C08771,Neoquassin,C22H30O6,NA,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0106 C30 isoprenoids (triterpenes);    PR010611 Nortriterpenoids;     C08771  Neoquassin;Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C08771  Neoquassin,NA,NA
389.1969617,C22H30O6,cpd:C09491,Laserolide,C22H30O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09491  Laserolide sesqui,NA,NA
389.1969617,C22H30O6,cpd:C10690,Megaphone,C22H30O6,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Lignans;   Neolignans;    C10690  Megaphone,NA,NA
389.1969617,C22H30O6,cpd:C17051,Picrasin D,C22H30O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17051  Picrasin D,NA,NA
389.1969617,C22H30O6,cpd:C20197,Prostratin,C22H30O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Tiglianes;    C20197  Prostratin,NA,NA
389.2181094,C19H34O8,cpd:C17450,Rehmaionoside A,C19H34O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C17450  Rehmaionoside A,NA,NA
389.2181094,C19H34O8,cpd:C17451,Rehmaionoside B,C19H34O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C17451  Rehmaionoside B,NA,NA
391.124604,C16H24O11,cpd:C17066,Shanzhiside,C16H24O11,NA,NA,NA,NA,NA
391.1398366,C20H24O8,cpd:C09443,Eupatoroxin,C20H24O8,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Guaianolide;    C09443  Eupatoroxin,NA,NA
391.1398366,C20H24O8,cpd:C09447,10-epi-Eupatoroxin,C20H24O8,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Guaianolide;    C09447  10-epi-Eupatoroxin,NA,NA
391.1398366,C20H24O8,cpd:C09577,Vernodalol,C20H24O8,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Others;    C09577  Vernodalol,NA,NA
391.1762077,C21H28O7,cpd:C09586,Viguiestenin,C21H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09586  Viguiestenin,NA,NA
391.1762077,C21H28O7,cpd:C17054,Picrasin G,C21H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17054  Picrasin G,NA,NA
391.212615,C22H32O6,cpd:C09115,Isodomedin,C22H32O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Kaurenes;    C09115  Isodomedin,NA,NA
391.212615,C22H32O6,cpd:C17013,Nigakilactone B;Simalikalactone A;Quassin,C22H32O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17013  Nigakilactone B,NA,NA
393.1191047,C19H22O9,cpd:C08994,Aloesin,C19H22O9,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Chromones;    C08994  Aloesin;Glycosides [BR:br08021]; C-glycosides;  C08994  Aloesin,NA,NA
393.1191047,C19H22O9,cpd:C09172,Podolactone B,C19H22O9,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Others;    C09172  Podolactone B,NA,NA
393.1554815,C20H26O8,cpd:C08764,Glaucarubolone,C20H26O8,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C08764  Glaucarubolone,NA,NA
393.1554815,C20H26O8,cpd:C09799,Specionin,C20H26O8,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09799  Specionin,NA,NA
393.1918562,C21H30O7,cpd:C17035,Nigakilactone M,C21H30O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17035  Nigakilactone M,NA,NA
393.1918562,C21H30O7,cpd:C17036,Nigakilactone N,C21H30O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17036  Nigakilactone N,NA,NA
397.0929474,C21H18O8,cpd:C12418,Dihydro-NAME;Dihydro-nogalonic acid methyl ester,C21H18O8,Biosynthesis of type II polyketide products,NA,NA,NA,R06678
397.0929474,C21H18O8,cpd:C12419,Auramycinone,C21H18O8,Biosynthesis of type II polyketide products;Biosynthesis of secondary metabolites,NA,NA,1.1.1.362,R06677
397.0929474,C21H18O8,cpd:C18631,Nogalavinone;Nogalamycinone,C21H18O8,Biosynthesis of type II polyketide products;Metabolic pathways;Biosynthesis of secondary metabolites,"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",NA,1.1.1.-,R09329 R09330
397.186786,C20H30O8,cpd:C17659,Cinncassiol E,C20H30O8,NA,NA,NA,NA,NA
397.186786,C20H30O8,cpd:C19515,Ptaquiloside;Braxin C,C20H30O8,NA,NA,Phytochemical compounds [BR:br08003]; Others;  Others;   Others;    C19515  Braxin C;Natural toxins [BR:br08009]; Phytotoxins;  Others;   Others;    C19515  Ptaquiloside,NA,NA
399.0721576,C20H16O9,cpd:C12382,4-Demethylpremithramycinone,C20H16O9,Biosynthesis of type II polyketide products;Metabolic pathways;Biosynthesis of secondary metabolites,"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",NA,2.1.1.-,R06715
399.0721576,C20H16O9,cpd:C20505,Versiconal hemiacetal acetate,C20H16O9,Aflatoxin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1",NA,1.1.1.353;3.1.1.94,R10399 R10401 R10477
399.1085221,C21H20O8,cpd:C03502,Flavonol 3-O-D-galactoside,C21H20O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Flavonoid glycosides;   Flavones and flavonols;    C03502  Flavonol 3-O-D-galactoside,NA,NA
399.1085221,C21H20O8,cpd:C03946,Flavonol 3-O-beta-D-glucoside;Flavonol 3-O-D-glucoside,C21H20O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Flavonoid glycosides;   Flavones and flavonols;    C03946  Flavonol 3-O-beta-D-glucoside,2.3.1.116;2.4.1.91;2.4.1.159;2.4.1.239,R03267 R03880 R04356 R07339
399.1085221,C21H20O8,cpd:C04074,Isoflavone 7-O-beta-D-glucoside,C21H20O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Flavonoid glycosides;   Isoflavones;    C04074  Isoflavone 7-O-beta-D-glucoside,2.4.1.170,R07332
399.1085221,C21H20O8,cpd:C10553,4'-Demethylpodophyllotoxin,C21H20O8,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Lignans;   Lignans;    C10553  4'-Demethylpodophyllotoxin,NA,NA
399.1085221,C21H20O8,cpd:C10729,alpha-Peltatin,C21H20O8,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Lignans;   Lignans;    C10729  alpha-Peltatin,NA,NA
399.1085221,C21H20O8,cpd:C14963,"2-[4-(Acetyloxy)phenyl]-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one",C21H20O8,NA,NA,NA,NA,NA
399.1085221,C21H20O8,cpd:C15555,Flavonol 3-O-D-glycoside;Flavonol 3-O-beta-D-glycoside,C21H20O8,NA,NA,NA,2.4.2.35,R03268
399.1085221,C21H20O8,cpd:C21185,"4'-Demethylepipodophyllotoxin;(-)-4'-Demethylepipodophyllotoxin;(5R,5aR,8aR,9S)-9-Hydroxy-5-(4-hydroxy-3,5-dimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one",C21H20O8,NA,NA,NA,1.14.14.132,R11212
399.1449347,C22H24O7,cpd:C10557,"Dihydroanhydropodorhizol;Yatein;(-)-Yatein;(3R,4R)-4-(1,3-Benzodioxol-5-ylmethyl)-3-(3,4,5-trimethoxybenzyl)dihydrofuran-2(3H)-one",C22H24O7,Biosynthesis of various secondary metabolites - part 2;Metabolic pathways;Biosynthesis of secondary metabolites,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Lignans;   Lignans;    C10557  Dihydroanhydropodorhizol,1.14.20.8;2.1.1.330,R11210 R11545
399.1449347,C22H24O7,cpd:C17845,(+)-Aschantin,C22H24O7,NA,NA,NA,NA,NA
399.2024618,C20H32O8,cpd:C17648,Cinncassiol B,C20H32O8,NA,NA,NA,NA,NA
399.2388377,C21H36O7,cpd:C17860,Atractyloside C,C21H36O7,NA,NA,NA,NA,NA
401.0877877,C20H18O9,cpd:C04719,"1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone",C20H18O9,NA,NA,"Glycosides [BR:br08021]; O-glycosides;  Anthraquinone glycosides;   C04719  1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone",2.4.1.103,R03573
401.0877877,C20H18O9,cpd:C10349,Frangulin B,C20H18O9,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Anthraquinones;   Anthraquinone type;    C10349  Frangulin B;Glycosides [BR:br08021]; O-glycosides;  Anthraquinone glycosides;   C10349  Frangulin B,NA,NA
401.0877877,C20H18O9,cpd:C20506,Versiconol acetate,C20H18O9,Aflatoxin biosynthesis;Biosynthesis of secondary metabolites,NA,NA,1.1.1.353;3.1.1.94,R10398 R10399 R10478
401.1241723,C21H22O8,cpd:C04007,Flavanone 7-O-beta-D-glucoside;Flavanone 7-O-glucoside,C21H22O8,NA,NA,NA,2.4.1.185;2.4.1.236,R07333 R07337
401.1241723,C21H22O8,cpd:C09262,"(3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3',4'-dihydroseselin",C21H22O8,NA,NA,"Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09262  (3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3',4'-dihydroseselin",NA,NA
401.1241723,C21H22O8,cpd:C10112,"Nobiletin;Hexamethoxyflavone;5,6,7,8,3',4'-Hexamethoxyflavone",C21H22O8,NA,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10112  Nobiletin,NA,NA
401.1241723,C21H22O8,cpd:C14943,"2-(2,5-Dimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one",C21H22O8,NA,NA,NA,NA,NA
401.1241723,C21H22O8,cpd:C14944,"2-(3,5-Dimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one",C21H22O8,NA,NA,NA,NA,NA
401.1241723,C21H22O8,cpd:C22067,3'-(beta-D-Glucopyranosyl)-2'-hydroxy-beta-oxodihydrochalcone,C21H22O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Chalcone glycosides;   C22067  3'-(beta-D-Glucopyranosyl)-2'-hydroxy-beta-oxodihydrochalcone,2.4.1.360,R12290
401.2545028,C21H38O7,cpd:C06635,Erythronolide B,C21H38O7,"Biosynthesis of 12-, 14- and 16-membered macrolides;Metabolic pathways;Biosynthesis of secondary metabolites","Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B",NA,1.14.15.35;2.4.1.328,R05270 R05530
403.1245946,C17H24O11,cpd:C09779,Gardenoside,C17H24O11,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09779  Gardenoside;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09779  Gardenoside,NA,NA
403.1245946,C17H24O11,cpd:C09798,Scandoside methyl ester,C17H24O11,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09798  Scandoside methyl ester;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09798  Scandoside methyl ester,NA,NA
403.1398664,C21H24O8,cpd:C10708,Mallotophenone,C21H24O8,NA,NA,NA,NA,NA
403.176186,C22H28O7,cpd:C09117,Isodonal,C22H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Others;    C09117  Isodonal,NA,NA
403.176186,C22H28O7,cpd:C09361,Chromolaenide,C22H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09361  Chromolaenide,NA,NA
403.176186,C22H28O7,cpd:C09427,Eupacunin,C22H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09427  Eupacunin,NA,NA
403.176186,C22H28O7,cpd:C09436,Eupaserrin,C22H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09436  Eupaserrin,NA,NA
403.176186,C22H28O7,cpd:C09437,Eupatocunin,C22H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09437  Eupatocunin,NA,NA
403.176186,C22H28O7,cpd:C09572,Ursiniolide A,C22H28O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09572  Ursiniolide A,NA,NA
403.176186,C22H28O7,cpd:C17849,Biondinin B,C22H28O7,NA,NA,NA,NA,NA
403.1948439,C23H32O4S,cpd:C14922,"15beta-Hydroxy-7alpha-mercapto-pregn-4-ene-3,20-dione 7-acetate",C23H32O4S,NA,NA,NA,NA,NA
405.0827298,C19H18O10,cpd:C10075,"Lancerin;4-C-Glucosyl-1,3,7-trihydroxyxanthone",C19H18O10,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Xanthenes;    C10075  Lancerin;Glycosides [BR:br08021]; C-glycosides;  C10075  Lancerin,NA,NA
405.1190979,C20H22O9,cpd:C10245,Astringin,C20H22O9,NA,NA,"Lipids [BR:br08002]; PK  Polyketides;  PK13 Aromatic polyketides;   PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes;    C10245  Astringin;Phytochemical compounds [BR:br08003]; Shikimate / acetate-malonate pathway derived compounds;  Stilbenoids;   Stilbenes;    C10245  Astringin",NA,NA
405.1190979,C20H22O9,cpd:C10835,Trichocarpin,C20H22O9,NA,NA,NA,NA,NA
405.1402251,C17H26O11,cpd:C09784,Ipolamiide,C17H26O11,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09784  Ipolamiide;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09784  Ipolamiide,NA,NA
405.1402251,C17H26O11,cpd:C11659,10-Hydroxyloganin,C17H26O11,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C11659  10-Hydroxyloganin;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C11659  10-Hydroxyloganin",NA,NA
405.1402251,C17H26O11,cpd:C17000,Morroniside,C17H26O11,NA,NA,NA,NA,NA
405.1919212,C22H30O7,cpd:C09486,Isomontanolide,C22H30O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Guaianolide;    C09486  Isomontanolide,NA,NA
405.1919212,C22H30O7,cpd:C17033,Nigakilactone K,C22H30O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17033  Nigakilactone K,NA,NA
405.1919212,C22H30O7,cpd:C17034,Nigakilactone L,C22H30O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17034  Nigakilactone L,NA,NA
405.1919212,C22H30O7,cpd:C17052,Picrasin E,C22H30O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17052  Picrasin E,NA,NA
407.0983574,C19H20O10,cpd:C09011,Khellol glucoside;Khelloside,C19H20O10,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Chromones;    C09011  Khellol glucoside,NA,NA
407.1347555,C20H24O9,cpd:C07601,Ginkgolide A,C20H24O9,Biosynthesis of terpenoids and steroids;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010454 Ginkgolides and Bilobalides;     C07601  Ginkgolide A;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Ginkgolides;    C07601  Ginkgolide A,NA,R08402
407.1347555,C20H24O9,cpd:C09279,Nodakenin,C20H24O9,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Furanocoumarins;    C09279  Nodakenin,NA,NA
407.1711515,C21H28O8,cpd:C09579,Vernoflexuoside,C21H28O8,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Guaianolide;    C09579  Vernoflexuoside,NA,NA
407.2075262,C22H32O7,cpd:C09071,Cascarillin,C22H32O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Clerodanes;    C09071  Cascarillin,NA,NA
407.2075262,C22H32O7,cpd:C17031,Nigakilactone F,C22H32O7,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Dammarenes;    C17031  Nigakilactone F,NA,NA
407.243956,C23H36O6,cpd:C09063,Asebotoxin II,C23H36O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Grayanoids;    C09063  Asebotoxin II;Natural toxins [BR:br08009]; Phytotoxins;  Terpenoids;   Diterpenoids;    C09063  Asebotoxin II,NA,NA
409.0201303,C20H10O10,cpd:C18013,"3,3'-Biflaviolin;3,3',6,6',8,8'-Hexahydroxy-2,2'-binaphthalene-1,1',4,4'-tetraone",C20H10O10,NA,NA,NA,1.14.19.69,R08912
